question,gold
Lĩnh vực nghiên cứu nào của Viện Đại học Chicago được mệnh danh là thuyết hành vi?,khoa học chính trị
Viện đại học Chicago đã có đóng góp gì trong nền vật lý học?,tạo ra phản ứng hạt nhân nhân tạo và tự duy trì đầu tiên của thế giới
Viện Đại học Chicago là cơ sở giáo dục như thế nào?,"cơ sở giáo dục phi tôn giáo, dành cho cả nam lẫn nữ"
Viện Đại học Chicago bắt đầu tuyển sinh từ khi nào?,ngày 1 tháng 10 năm 1892
Ai là người đầu tiên đảm nhiệm chức vụ viện trưởng của Viện Đại học Chicago?,William Rainey Harpe
Ai là người đã đóng góp rất lớn về mặt tài chính cho Viện Đại học Chicago?,John D. Rockefeller
Vì sao Viện Đại học Chicago ra đời?,"thay thế cho viện đại học có cùng tên gọi của những người theo phái Baptist, vốn đã đóng cửa vào năm 1886"
Viện đại học được William Rainey Harper trở thành viện trưởng đầu tiên thay thế cho trường đại học tên gì?,Baptist
Kể tên các đối tượng liên kết của Viện Đại học Chicago trong thập niên 1890?,"Trường Đại học Des Moines, Trường Đại học Kalamazoo, Trường Đại học Butler, và Viện Đại học Stetson"
Theo thỏa thuận liên kết để nhận được bằng tốt nghiệp của Viện Đại học Chicago thì sinh viên cần phải làm gì?,"sinh viên này đạt được điểm A trong suốt bốn năm học, và trao bằng cho bất cứ sinh viên tốt nghiệp nào học thêm 12 tuần ở Viện Đại học"
Vì sao chương trình liên kết không được một số giảng viên Viện Đại học Chicago không thích?,"công sức mà họ bỏ ra thêm không được đền bù, và họ cho rằng nó hạ thấp danh tiếng học thuật của Viện Đại học Chicago"
Khi nào thì sự liên kết giữa Viện Đại học Chicago với một số trường và viện đại học khác bị hủy bỏ?,năm 1910
Nguyên nhân nào dẫn đến chương trình dấm dứt vào năm 1910?,"công sức mà họ bỏ ra thêm không được đền bù, và họ cho rằng nó hạ thấp danh tiếng học thuật của Viện Đại học Chicago"
Hutchins đã đảm nhiệm chức vụ viện trưởng trong bao nhiêu năm?,24 năm
"Giữa thể thao và học thuật, Hutchins quan tâm đến vấn đề nào hơn?",học thuật
Ai là người đã biến đổi chương trình học tập và nghiên cứu sau đại học thành bốn phân khoa?,Robert Maynard Hutchins
Các Bệnh viện Viện Đại học Chicago được thành lập vào đời viện trưởng thứ mấy?,thứ năm
Viện đại học Chicago đã bỏ môn bóng bầu dục trong bao nhiêu năm?,24 năm
Sự kiện nào mở đầu cho giai đoạn hỗn loạn liên quan tới sinh viên của Viện Đại học Chicago?,năm 1962 khi sinh viên chiếm văn phòng của Viện trưởng George Beadle
Biểu hiện của sinh viên như thế nào sau khi Viện Đại học Chicago sa thải giáo sư M.Dixon?,nổi giận
Đại học nào ở học có hình phạt nghiêm khắc nhất cho việc biểu tình của sinh viên?,Viện Đại học Chicago
Hình phạt được đưa ra bởi Viện Đại học Chicago sau vụ chiếm Tòa nhà Quản trị của sinh viên là gì?,42 sinh viên bị đuổi học và 81 sinh viên bị kỷ luật
Kế hoạch thành lập Viện Milton Friedman được đưa ra vào thời gian nào?,Năm 2008
Chi phí để xây dựng Viện Milton Friedman là bao nhiêu?,khoảng 200 triệu đô-la
Viện Đại học Chicago đã nhận được sự hỗ trợ tài chính từ David G. Booth là bao nhiêu?,300 triệu đô-la
Viện Đại học Chicago gồm những cơ sở nào phục vụ cho việc đào tạo sinh viên về mặt học thuật?,"Trường Đại học (the College, chuyên về giáo dục bậc đại học), bốn phân khoa nghiên cứu sau đại học (Phân khoa Khoa học Sinh học, Phân khoa Nhân văn, Phân khoa Khoa học Vật lý, và Phân khoa Khoa học Xã hội), sáu trường chuyên nghiệp (Trường Y khoa, Trường Kinh doanh, Trường Luật, Trường Thần học, Trường Nghiên cứu Chính sách công, và Trường Quản trị Dịch vụ Xã hội), và Trường Giáo dục Thường xuyên trong các ngành Chuyên nghiệp và Khai phóng (Graham School of Continuing Liberal and Professional Studies)"
Viện Đại học Chicago đã có liên kết mật thiết với các cơ sở học thuật độc lập nào?,Fermilab và Phòng Thí nghiệm Quốc gia Argonne
"Ngoài các bộ phận đào tạo học thuật, Viện Đại học Chicago còn có các bộ phận nào khác?","một hệ thống thư viện, Nhà xuất bản Viện Đại học Chicago (University of Chicago Press), các Trường Thực nghiệm Viện Đại học Chicago (University of Chicago Laboratory School, dành cho các lớp từ mẫu giáo đến trung học), và Trung tâm Y khoa Viện Đại học Chicago (University of Chicago Medical Center)"
"Trong tiếng Latinh, Hồng y của Giáo hội Công giáo La Mã có tên gọi là gì?",Sanctae Romanae Ecclesiae cardinalis
Người nắm quyền hành cao nhất trong Giáo hội là ai?,Hồng y
Tên gọi chung của các hồng y của Giáo hội là gì?,Hồng y Đoàn
"Khi xảy ra hiện tượng trống tòa, hồng y phải thực hiện nhiệm vụ quan trọng gì?",chọn giám mục Rôma (Giáo hoàng)
"""Thời gian trống tòa"" có nghĩa là gì?",thời kỳ giữa cái chết hoặc từ chức của một giáo hoàng và cuộc bầu cử người kế nhiệm ông
Danh hiệu Hoàng tử của Giáo hội Công giáo La Mã được gọi là gì?,Hồng y
Ai có thể được chọn làm hồng y?,bất kỳ linh mục nào
Nhiệm kì của hồng y là bao lâu?,vĩnh viễn
"Nghĩa của từ ""cardo"" là gì?",bản lề
"Ngoài nghĩa là bản lề, ""cardo"" còn có nghĩa gì khác?","""hiệu trưởng"" hoặc ""trưởng ban"""
"Thuật ngữ ""cardo"" bắt đầu được dùng từ khi nào?",đầu thế kỷ thứ chín
"Từ ""cardo"" là một từ đa nghĩa là do?","nghĩa là bản lề, ngoài ra còn có nghĩa khác là ""hiệu trưởng"" hoặc ""trưởng ban"""
"Trong tiếng Hoa, từ ""hồng y"" được viết như thế nào?",紅衣主教
"Nguồn gốc của từ ""hồng y"" là từ đâu?","""Hồng y chủ giáo"" (紅衣主教) trong tiếng Hoa"
"Nghĩa đơn giản của từ ""hồng y"" là gì?",giám mục áo đỏ
"Một số tài liệu tiếng Việt đã viết nhầm từ ""hồng y"" thành gì?",hồng y giáo chủ
Vì sao hồng y không được gọi là hồng y giáo chủ?,"vì hồng y không phải là ""giáo chủ"" mà chỉ là một chức tước"
"Từ ""Hồng y chủ giáo"" có phiên âm trong tiếng Hoa là gì?",紅衣主教
"Trong giáo hội, mỗi vị hồng y đều được cho sở hữu riêng những gì?","một nhà thờ hiệu tòa, hoặc là một nhà thờ ở thành phố Rôma hay một trong những khu ngoại ô"
Những vị hồng nào không có nhà thờ riêng?,Tổ phụ của các Giáo hội Công giáo Đông phương
Việc hồng y chỉ có quyền hạn nhất định được thể hiện qua những gì?,"không có quyền quản trị và không can thiệp bằng bất cứ cách nào trong những vấn đề liên quan đến việc quản lý hàng hoá, kỷ luật, hoặc phục vụ các nhà thờ hiệu tòa của họ"
Những việc mà hồng y có thể làm trong quyền hạn của mình là gì?,"cử hành Thánh Lễ, cử hành nghi thức Giải tội và dẫn dắt thăm viếng và các cuộc hành hương đến nhà thờ hiệu tòa, phối hợp với các nhân viên của nhà thờ"
"Để ủng hộ cho nhờ thờ của mình, các hồng y đã dùng gì?",tiền
"Những vị hồng y không có nhà thờ hiệu toà, hoặc là một nhà thờ ở thành phố Rôma hay một trong những khu ngoại ô gọi là gì?",các Tổ phụ
Từ khi nào mà hồng y có thể được chọn từ người không phải là linh mục?,năm 1917
Khoảng thời gian mà Reginald Pole làm hồng y trước khi ông thụ phong linh mục là bao lâu?,18 năm
"Năm 1917, điều kiện để trở thành hồng y hay hồng y Phó tế là gì?",đều phải là linh mục
"Năm 1962, tiêu chuẩn của tất cả các hồng y là gì?","phải được phong chức giám mục, ngay cả khi họ chỉ là linh mục vào lúc bổ nhiệm"
Điều 351 của Bộ Giáo luật đã điều chỉnh những gì?,"cho phép một hồng y có xuất thân ít nhất phải có của chức tư tế, và những người được chọn làm hồng y chưa qua chức giám mục thì phải được tấn phong trước đó"
Hạn chế của những người được vinh thăng Hồng y mà không phải linh mục là?,"đi kèm với một số ít quyền hạn, trở thành hồng y phẩm trật Hồng y Phó tế"
Bộ lễ phục giám mục bao gồm những gì?,"mũ mitre, Gậy Mục tử, Mũ Zucchetto, thánh giá đeo ngực và nhẫn"
Những vị hồng y chưa phải là giám mục có thể sử dụng các bộ lễ phục giám mục được không?,vẫn có quyền mặc và sử dụng
Những vị hồng y không phải là một giám mục được xem và đối xử như thế nào?,được sự tôn trọng và danh dự trên các vị thượng phụ không phải là hồng y
Những hạn chế của các vị hồng y chưa thành giám mục là gì?,"không thể thực hiện các chức năng dành riêng cho các giám mục, như truyền chức"
"Vì sao trong các mật nghị chọn Tân giáo hoàng gần đây, tất cả mọi hồng y đều là giám mục?",Các linh mục nổi bật kể từ năm 1962 không được tấn phong giám mục về mức độ cao tới hồng y dưới tuổi 80
Tên một trong những người cuối cùng của hồng y giáo dân là gì?,Teodolfo Mertel
Teodolfo Mertel qua đời vào năm nào?,năm 1899
"Năm 1917, Bộ giáo luật mới đã được ban hành bở ai?",Giáo hoàng Biển Đức XV
Điều kiện đăc biệt để một linh mục trở thành hồng y mà không cần phải là giám mục trước đó là gì?,có được công lao lớn với giáo hội Công giáo
"Từ thời Giáo hoàng Gioan XXIII, điều kiện để một linh mục trở thành hồng y là gì?",phải được truyền chức giám mục trước đó
Cái tên America xuất hiện lần đầu tiên vào thời gian nào?,ngày 25 tháng 4 năm 1507
Ai là người thiết kế bản đồ treo tường lớn nhất từ trước đến nay?,Martin Waldseemüller
Tác giả của cuốn sách Cosmographiae Introductio là ai?,Matthias Ringmann
Thuật ngữ Amerigen được hiểu như thế nào?,"Amerigo cộng với gen, tân cách trong tiếng Hi Lạp của từ 'Trái Đất', và có nghĩa là 'vùng đất của Amerigo'"
"Từ ""Amerigo"" có nguồn gốc từ ngôn ngữ nào?",từ tiếng Latin cổ Emericus
Tên trong giai đoạn đầu thế kỷ 16 của Nam Mỹ là gì?,America
Bức thư Sodeniri công nhận điều gì về Nam Mỹ?,Nam Mỹ là một lục địa tách biệt với châu Á
Ai là người đã phát tán rộng rãi Bức thư Sodeniri?,Ringmann
Nhân vật lịch sử nào mà Tây Ban Nha đề xuất tán dương trong suốt hai thế kỷ?,Colombo
Bản đồ Thế giới mới do ai thiết kế?,Gerardus Mercator
Tên gọi America được Geradus Mecator sử dụng lại vào năm nào?,năm 1538
Ai tán dương khám phá Nam Mỹ và cho rằng nó đã tách biệt với Châu Á?,Vespucci
Vấn đề nào đến nay vẫn còn trong quá trình tranh luận?,Các chi tiết về việc những người Indien cổ đã di cư đến và tỏa ra khắp châu Mỹ vào khoảng thời gian và bằng tuyến đường nào
Vì sao vào khoảng 40.000-17.000 năm trước mực nước biển bị giảm xuống đáng kể?,do ảnh hưởng của kỷ băng hà Đệ Tứ
Tàu thuyền nguyên sơ được giả thiết dùng để di chuyển từ đâu đến đâu?,từ Tây Bắc Thái Bình Dương (phía tây Bắc Mỹ) đến bờ biển Nam Mỹ
Cái gì là cầu nối cho những người Indien đến với châu Mỹ?,cầu lục địa Beringia giữa đông Siberi và Alaska ngày nay
Người Indien được giả thiết đến châu Mỹ bằng cách nào?,đi theo các loài động vật cực to lớn mà nay đã tuyệt chủng theo các hành lang không bị đóng băng kéo dài giữa các phiến băng Laurentide và Cordillera
Lý thuyết truyền thống nói người Indien cổ đi tới chây Mỹ như thế nào?,"cầu lục địa Beringia giữa đông Siberi và Alaska ngày nay vào khoảng từ 40.000–17.000 năm trước, khi mực nước biển bị giám xuống đáng kể do ảnh hưởng của kỷ băng hà Đệ Tứ. Những người này được cho là đã đi theo các loài động vật cực to lớn mà nay đã tuyệt chủng theo các hành lang không bị đóng băng kéo dài giữa các phiến băng Laurentide và Cordillera. và rồi họ tiếp tục đi bộ hoặc sử dụng các tàu thuyền nguyên sơ để di cư từ Tây Bắc Thái Bình Dương (phía tây Bắc Mỹ) đến bờ biển Nam Mỹ"
Châu Mỹ thời kỳ Tiền-Colombo hình thành nền văn minh dựa trên những cơ sở nào?,"dựa trên các đặc điểm và dấu hiệu như các điểm định cư lâu dài hay đô thị, nông nghiệp, các kiến trúc đô thị và tưởng niệm, cùng các hệ thống thứ bậc xã hội phức tạp"
Các nước phương Tây lần đầu tiên đặt chân đến châu Mỹ khi nào?,cuối thế kỷ XV - đầu thế kỷ XVI
Tư liệu bằng chữ viết xuất hiện ở nền văn minh nào?,Maya
Người châu Âu nhận định như thế nào về các tư liệu bằng chữ viết?,dị giáo
Số tài liệu còn lưu giữ đến ngày nay được vận dụng trong chuyên môn gì?,văn hóa và các kiến thức cổ
Tài liệu cổ viết tay còn tàn dư của Maya giúp gì cho nghiên cứu ?,cái nhìn khái quát về văn hóa và các kiến thức cổ
Thời điểm bắt đầu chuyến đi đầu tiên của Cristoforo Colombo năm 1492 là thời điểm tại châu Âu diễn ra cái gì?,Quá trình thực dân hóa
Người Tây Ban Nha định cư tại châu Mỹ lần đầu tiên ở đâu?,La Isabela ở miền bắc Hispaniola
Thành phố cổ nhất châu Mỹ có tên là gì?,Santo Domingo de Guzmán
"""Cuộc diệt chủng dân bản địa"" là thuật ngữ David Stannard dùng để chỉ kết quả của sự việc nào?","sự lây lan của các bệnh dịch mới do người châu Âu và châu Phi đem tới đã giết chết nhiều cư dân tại châu Mỹ, Người bản địa và thực dân châu Âu xảy ra xung đột trên diện rộng"
Địa vị xã hội thấp nhất của người dân châu Âu khi đến châu Mỹ là gì?,"nô lệ, tù nhân hay lao động giao kèo"
Thành phố đầu tiên của người Tây Ban Nha tại châu Mỹ là gì?,Santo Domingo de Guzmán
"Trước khi trờ thành một lục địa riêng, Nam Mỹ đã từng là một phần của lục địa nào?",siêu lục địa Gondwanaland
Đâu là nguyên nhân dẫn đến sự hình thành núi lửa giữa ranh giới Caribe - Thái Bình Dương?,sự va chạm của mảng Caribe và Mảng Thái Bình Dương
Quần đảo tại Trung Mỹ đã được lấp đầy khe hở bằng những cái gì?,vật liệu bị xói mòn đất của Nam Mỹ và Bắc Mỹ
Khu vực giữa lục địa Bắc Mỹ và Nam Mỹ được xem là vùng đất châu Mỹ duy nhất khi nào?,Khoảng 3 triệu năm trước
Phần lớn người dân Mỹ Anglo sử dụng ngôn ngữ nào để giao tiếp với nhau?,tiếng Anh
Ngôn ngữ nào ngoài tiếng Anh được sử dụng tại Canada chiếm ưu thế và chính thức?,Tiếng Pháp
Vai trò thiết yếu của tiếng Pháp được thể hiện tại những nơi nào?,"tại tiểu bang Louisiana, và một phần các tiểu bang New Hampshire, Maine, và Vermont của Hoa Kỳ"
Sự phổ biến của tiếng Tây Ban Nha tại Hoa Kỳ do đâu mà có?,do dòng người nhập cư từ các nước Mỹ Latinh
Sự thay đổi ngôn ngữ tại quốc gia bắt nguồn chủ yếu tập trung vào kiểu ngôn ngữ như thế nào?,ngôn ngữ phi bản địa
Hãy liệt kê một số thành tựu của sự kết hợp các ngôn ngữ.?,"Papiamento, một sự kết hợp giữa tiếng Bồ Đào Nha, tiếng Tây Ban Nha, tiếng Hà Lan, tiếng bản địa của người Arawak, các ngôn ngữ châu Phi và tiếng Anh"
Portuñol là ngôn ngữ được kết hợp từ những ngôn ngữ nào?,giữa tiếng Bồ Đào Nha và Tây Ban Nha
Những nơi nào đã bắt đầu sử dụng tiếng Portuñol?,khu vực biên giới giữa Brasil và các quốc gia nói tiếng Bồ Đào Nha láng giềng
Tính chất vật lý cơ bản của Antimon là gì?,"chất rắn kết tinh dễ nóng chảy, cứng màu trắng bạc có tính dẫn điện và dẫn nhiệt kém và bay hơi ở nhiệt độ thấp"
Tại sao nói antimon là á kim?,"antimon tương tự như kim loại ở bề ngoài và nhiều tính chất cơ lý, nhưng không phản ứng như các kim loại về mặt hóa học"
Phản ứng giữa antimon với axit thuộc loại phản ứng gì?,phản ứng ôxi hóa-khử
"Xét về mặt hóa địa lý, antimon được xếp vào loại nào?","cùng lưu huỳnh và các kim loại nặng như chì, đồng và bạc"
Antimon thường được tìm thấy cùng với những chất nào?,"cùng lưu huỳnh và các kim loại nặng như chì, đồng và bạc"
Đặc điểm nào giúp chúng ta phân biệt được á kim với kim loại?,không phản ứng như các kim loại về mặt hóa học
Các hợp chất của antimon thường được sử dụng để làm gì?,"làm các vật liệu chống cháy, men gốm, thủy tinh, sơn, sứ"
Hợp chất nào được coi là quan trọng nhất của antimon?,Triôxít antimon
Antimon trioxit có ứng dụng gì?,sử dụng chủ yếu trong các vật liệu ngăn lửa
Nhựa polyeste có đặc tính gì nổi bật?,sẽ bắt cháy khi có lửa nhưng nõ sẽ bị dập tắt ngay khi lửa bị loại bỏ
Diêm an toàn có chứa hợp chất nào của antimon?,Sulfua antimon
Thành phần chủ yếu trong các vật liệu ngăn lửa là gì?,Triôxít antimon
Stibnit là chất gì?,Sulfua tự nhiên của antimon
Stibnit chủ yếu được sử dụng để làm gì?,thuốc
Loại thuốc thú y nào có chứa antimon?,Anthiomalin hay thiomalat antimon liti
Antimon chứa trong thuốc Anthiomalin có tác dụng gì?,điều hòa và làm mượt lông ở động vật nhai lại
Thuốc Tartar có tác dụng gì?,chống sán màng
Vì sao antimon từng được sử dụng để điều trị bệnh sán màng?,Một lượng nhỏ có thể giết chết sinh vật ký sinh mà không gây ra các thương tổn cho bệnh nhân
Đồ vật được làm từ antimon xuất hiện sớm nhất ở đâu?,"ở Tello, Chaldea (ngày nay thuộc Iraq)"
Mảnh vật làm từ antimon xuất hiện ở Tello được trưng bày khi nào?,năm 1892
Người cổ đại đã chế tác đồ vật làm từ antimon theo cách nào?,làm cho antimon thành dễ uốn
"""Phát hiện"" đại diện cho nghệ thuật đã mất về việc làm cho antimon thành dễ uốn là gì?",đồ tạo tác thu được từ Tello
Bản thảo Currus Triumphalis Antimonii có từ khi nào?,khoảng năm 1450
Bản thảo Currus Triumphalis Antimonii được công bố khi nào?,năm 1604
Bản thảo Currus Triumphalis Antimonii đã bị cất giấu như thế nào?,"cất giấu trên 1 thế kỷ trong một cột trụ của tu viện St. Peter tại Erfurt, cho đến khi cột này bị vỡ do sét đánh"
Gottfried Wilhelm Leibniz sinh ra vào năm nào?,1646
Ai là tác giả của cuốn Bibliotheca chemica curiosa?,Jean-Jacques Manget
Bản thảo Currus Triumpphalis Antimonii trước khi được công bố bằng bản dịch tiếng Anh thì được viết bằng chữ gì?,Latinh
Ai thường được biết đến là ông tổ của hóa học?,Geber
"Theo lịch sử tuyền thống của giả kim thuật Trung Đông, Geber đã nghiên cứu về antimon từ khi nào?",từ thế kỷ VIII
Người nào đã dịch sách của Geber và cho rằng Geber chưa từng đề cập tới antimon?,Marcellin Berthelot
Antimon được người Ai Cập cổ đại gọi là gì?,mśdmt
Celsus và Pliny đã sử dụng từ gì để gọi antimon?,stibi
Pliny đã sử dụng tên gọi thạch cao tuyết hoa để chỉ nguyên tố nào?,antimon
Người Hy Lạp ở Byzantin gọi antimon là gì?,antimonium
Từ antimoine trong tiếng Pháp có nghĩa là gì?,kẻ giết thầy tu
Từ antimonos trong tiếng Hy Lạp được giải thích như thế nào?,"được giải thích như là ""không được thấy như là kim loại"" hay ""không được thấy ở dạng không tạo hợp kim"""
Tình cảm của người dân đối với người tiền nhiệm của Louis XVI?,Louis XV bị người dân căm ghét
Louis XVI chú ý đến cái gì khi mới lên ngôi?,Louis XVI rất quan tâm đến sự bất bình đang dâng cao của người dân Pháp chống lại nền quân chủ chuyên chế
Nhà vua đã làm gì để cải thiện chính quyền?,nhà vua nỗ lực cải cách vương quốc theo các chuẩn mực của phong trào Khai sáng
Phong trào khai sáng yêu cầu những gì?,"chấm dứt nạn tra tấn, bãi bỏ chế độ nông nô, khoan dung đối với người Do Thái và tín hữu Kháng Cách, bỏ thuế đất đánh trên nông dân và dân thường"
Tại sao nhà vua không cải cách được triều đình và nhà nước?,"do không đủ quyền lực để áp đặt ý chí chính trị của mình, những cải cách của nhà vua đã sụp đổ trước thái độ thù địch của giới quý tộc"
phong trào Khai sáng do ai đề ra ?,Louis XVI
Thành tựu của Cách mạng pháp là gì?,hủy bỏ nền quân chủ chuyên chế và thiết lập nền quân chủ lập hiến
Ban đầu dân chúng có thái độ thế nào với nhà vua?,nhận được sự ủng hộ rộng rãi của dân chúng trong cương vị quốc vương của nền quân chủ lập hiến
Vì sao dân chúng ngày càng ghét nhà vua hơn?,sự thiếu quyết đoán và quan điểm thủ cựu của Louis XVI
Tại sao người ta đồn rằng nhà vua muốn tìm kiếm sự trợ giúp từ bên ngoài?,Sự kiện nhà vua cùng hoàng tộc đào thoát đến thị trấn Varennes
Khi nhà vua càng ít được ủng hộ thì xuất hiện mối nguy đáng lo nào?,nỗ lực lật đổ vương quyền để thiết lập một nền cộng hòa
Vào năm 1971 cách mạng Pháp theo nền quân chủ nào ?,lập hiến
Mối quan tâm lớn nhất của Louis là gì?,sự đồng nhất tôn giáo và chính sách ngoại giao
Tại sao nhà vua lại trục xuất Dòng Tên?,Do áp lực từ nhóm Jansen trong Nghị viện
Nhà vua cải thiện uy tín của mình và lòng trung thành của dân bằng cách nào?,phục hồi quyền lực cho các nghị viện
Khuyết điểm của vua Louis là gì?,thiếu sự vững vàng và quyết đoán
Louis nói gì về việc tái triệu tập nghị viện?,"""Đây có thể là một động thái chính trị thiếu khôn ngoan, nhưng đối với ta, nó bày tỏ ước muốn được yêu thương."""
Ai là người tái triệu tập Nghị viện ?,Louis
Dấu ấn của thời đại vua Louis XVI là việc gì?,việc ban hành Chỉ dụ Versailles
Chỉ dụ khoan dung trái ngược với chỉ dụ nào?,Chỉ dụ Fontainbleau
Nội dung của chỉ dụ Versailles là gì?,"Chỉ dụ Versaille dành cho người dân không phải Công giáo – gồm có người Kháng Cách Huguenot, Lutheran, và người Do Thái – tư cách dân sự và tư cách pháp lý tại Pháp, cho họ quyền công khai thực hành đức tin"
Văn bản pháp lý nào ra đời đã công nhận quyền tự do tín ngưỡng?,Tuyên ngôn quyền con người và quyền công dân
Vai trò chính trị chính của chỉ dụ Versaille là gì?,bước tiến quan trọng trong nỗ lực giảm thiểu sự xung đột tôn giáo và chấm dứt sự bách hại tôn giáo trong đất nước dưới quyền cai trị của nhà vua
Chỉ dụ Khoan dung còn được gọi là ?,Chỉ dụ Versailles
Chính sách nào khiến giới giàu có bức xúc?,Những cải cách triệt để trong lĩnh vực tài chính
Cải cách của Turgot bị bác bỏ với lý do gì?,nhà vua không có quyền pháp lý thiết lập các loại thuế mới
Ai thay thế Turgot khi ông bị bãi nhiệm?,Jacques Necker
Necker cố dành thiện cảm của công chúng băng cách nào?,công bố tài khoản và các khoản chi phí của hoàng gia
Năm 1787 Louis đã triệu tập cuộc gặp gỡ gì?,Hội nghị Quý tộc
Hội nghị Quý tộc năm 1787 do ai tổ chức ?,Louis
Hà cớ gì mà nhà vua lại lâm vào tuyệt vọng?,Khi nhận ra rằng mình đã đánh mất khả năng trị nước trong cương vị một quân vương chuyên chế
Áp lực gì mà nhà vua càng phải chịu đựng nhiều hơn mặc dù đã mất uy tín và quyền lực?,đòi triệu tập Hội nghị Quốc dân (États Généraux)
Hội nghị quốc dân được tổ chức lần cuối là lần nào trước thời Louis XVI?,1614
Louis cố gắng tổ chức lại Hội nghị Quốc dân tại vì sao?,thông qua những cải cách tiền tệ
Tại sao Louis sai lầm khi tổ chức đại hội quốc dân?,"Louis đặt thanh danh và uy tín chính trị của mình vào tay những người, không giống nhà vua, hầu như vô cảm đối với nguyện vọng của người dân Pháp"
Hệ quả mà việc triệu tập hội nghị gây ra là gì?,tình trạng kinh tế chính trị bất ổn biến thành cuộc cách mạng
Cuộc cách mạng khởi đầu từ tầng lớp nào?,tầng lớp bình dân
Sự kiện khởi nguồn của cách mạng là gì?,tầng lớp bình dân (Third Estate) trong Hội nghị đơn phương tuyên bố họ là Quốc hội
Diễn biến đỉnh điểm của tầng lớp bình dân là gì?,"ngày 20 tháng 6, 576 trong số 577 đại biểu thuộc Third Estate tụ họp tại một sân quần vợt trong nhà cùng thề nguyện đoàn kết và đấu tranh cho đến khi hình thành một hiến pháp"
Quốc hội lập hiến được thành lập khi nào?,Ngày 9 tháng 7
Những trợ giúp ban đầu cho Hoa Kỳ có kết quả như nào?,kết quả tiêu cực
Ban đầu sự trở giúp cho phiến quân Mỹ bị thất bại ở đâu?,Rhode Island và Savannah
"Năm 1780, ai được nhận nhiệm vụ đi giúp người Mỹ?",Rochambeau và de Grass
Hạm đội Pháp đạt thanh tựu nào khi vừa đến Mỹ?,hạm đội Pháp chiếm giữ các đảo nhỏ như Tobago và Grenada
Sự có mặt của pháp có ảnh hưởng như thế nào?,Sự can thiệp của Pháp là yếu tố quyết định buộc quân đội Anh dưới quyền chỉ huy của Lord Cornwallis đầu hàng trong trận Yorktown năm 1781
Bao giờ thì quân đội pháp được cải tổ?,Sau khi người Mỹ giành độc lập
"Vào năm 1782, người Pháp bị thất bại gì?",người Anh đánh bại hạm đội chính của Pháp và bảo vệ được đảo Jamaica
Thất bại ở Jamaica khiến cho nước Pháp bất lực như thế nào?,không thể thu hồi Canada từ tay người Anh
Thiệt hại về kinh tế sau chiến tranh của Pháp là gì?,1 066 triệu livre vay nợ với lãi suất cao (trong khi không được thêm các loại thuế mới)
Necker cố gắng che giấu sự khủng hoảng bằng cách nào?,giải thích lợi tức bình thường vẫn cao hơn chi phí bình thường mà không đề cập gì đến những khoản nợ
Sự can thiệp của Pháp bắt đầu từ bao giờ?,sau khi Pigneau de Behaine vận động xin trợ giúp quân sự cho chúa Nguyễn Ánh đánh nhà Tây Sơn
Sự hỗ trợ của Pháp đối với Nguyễn Ánh được đánh dấu bằng hiệp ước gì?,Versailles
"Khi chế độ lâm vào cảnh ngặt nghèo, hiệp ước có được thực thi không?",Pháp không thể thực thi hiệp ước
Tại sao hiệp ước không được chính quyền Pháp thực thi nhưng Behaine vẫn có thể duy trì được hiệp ước?,sự ủng hộ của những thương nhân người Pháp
Behaine đã trợ giúp chúa Nguyễn bằng cách như thế nào?,chiêu mộ một lực lượng gồm binh sĩ và sĩ quan Pháp đóng góp cho công cuộc hiện đại hóa đạo quân của chúa Nguyễn
Ngày 5/10/1789 sự kiện gì diễn ra ở hoàng gia?,đám đông nữ công nhân người Paris giận dữ cùng nhau kéo đến Lâu đài Versailles
Đám đông công nhân có những hành động quá khích nào?,"Ngay trong đêm, họ đột nhập vào lâu đài và tìm giết hoàng hậu"
Mắc gì mà họ lại muốn giết hoàng hậu?,theo đuổi nếp sống phù phiếm biểu trưng cho những điều đáng ghê tởm thuộc ancien régime (chế độ cũ)
Người dân muốn nhà vua tỏ ra trách nhiệm thông qua hành động nào?,nhà vua và gia đình được đám đông mang đến Điện Tulerie
Mắc cái gì mà người dân không ác cảm với nhà vua khi ông sống ở Paris?,"chấp nhận những cải cách kinh tế, chính trị, và xã hội do phe cách mạng đề xuất"
Mục tiêu cao cả nhất của cuộc cách mạng là gì?,cắt đứt hoàn toàn với nền quân chủ chuyên chế
Mục tiêu cao cả của cách mạng khiến cho nó bị phản đối như thế nào?,"cuộc cách mạng bị đề kháng tại các vùng nông thôn nước Pháp, và bị tất cả các nước lân bang chống đối"
Khi cuộc cách mạng phát triển đến cao trào thì uy tín của nó ra sao?,một vài nhân vật chủ chốt trong giai đoạn hình thành cuộc cách mạng bắt đầu nghi ngờ lợi ích của nó
Mirabeau có âm mưu gì?,Honoré Mirabeau bí mật dàn xếp để phục hồi vương quyền theo thể chế lập hiến
Bộ trưởng ngoại giao có chính sách gì kể từ năm 1791?,tổ chức những hoạt động đề kháng ngầm chống lại lực lượng cách mạng
Ngân sách dành cho tổ chức chống cách mạng được ai quyết định?,Quốc hội
Mục đích tối thượng của La Liste Civile là gì?,bảo tồn chế độ quân chủ
Ai là CEO của La Liste Civile?,Arnault Laporte
Vụ La liste civile này về sau mang tên gọi gì?,vụ tai tiếng armoire de fer
